"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x748334828978839553","x1375444775629901825",2021-03-26 13:49:23,"alferdezprensa","<U+0001F399>“Les propongo la creación de un observatorio de la calidad de la democracia, que sea una herramienta para el fortalecimiento de la gobernanza de nuestra naciones”. El presidente @alferdez en la conmemoración por los 30 años del Mercosur. https://t.co/6wyd3SGC0x","Twitter Media Studio",238,,,,FALSE,FALSE,1617,456,,,,,,,,"http://pbs.twimg.com/amplify_video_thumb/1375442176226824195/img/X6Q0v9HsGiXK2-du.jpg","https://t.co/6wyd3SGC0x","https://twitter.com/alferdezprensa/status/1375444775629901825/video/1","photo","http://pbs.twimg.com/amplify_video_thumb/1375442176226824195/img/X6Q0v9HsGiXK2-du.jpg","https://t.co/6wyd3SGC0x","https://twitter.com/alferdezprensa/status/1375444775629901825/video/1",,"x149991703","alferdez","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/alferdezprensa/status/1375444775629901825","Alberto Fernández Prensa","Ciudad Autónoma de Buenos Aires, Argentina","Cuenta oficial de prensa y difusión de @alferdez. Contacto: prensa@alferdez.com.ar","https://t.co/gg4n55EouW",FALSE,342978,1,248,10080,1262,2016-06-30 01:58:21,TRUE,"https://t.co/gg4n55EouW","https://alferdez.com.ar/prensa/",,"https://pbs.twimg.com/profile_banners/748334828978839553/1591056647","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1267608979502481410/CKWNaG2x_normal.jpg"
"x748334828978839553","x1375457798696402944",2021-03-26 14:41:08,"alferdezprensa","<U+0001F399>“Tengo el deseo de que podamos construir juntos en este tiempo difícil el MERCOSUR que hace falta. Este es un tiempo de unidad, nadie se salva solo”. El presidente @alferdez en la conmemoración por los 30 años del MERCOSUR. https://t.co/GCtjVIZxeg","Twitter Media Studio",224,,,,FALSE,FALSE,432,166,,,,,,,,"http://pbs.twimg.com/media/ExaaYpVWQAA9vNj.jpg","https://t.co/GCtjVIZxeg","https://twitter.com/alferdezprensa/status/1375457798696402944/video/1","photo","http://pbs.twimg.com/media/ExaaYpVWQAA9vNj.jpg","https://t.co/GCtjVIZxeg","https://twitter.com/alferdezprensa/status/1375457798696402944/video/1",,"x149991703","alferdez","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/alferdezprensa/status/1375457798696402944","Alberto Fernández Prensa","Ciudad Autónoma de Buenos Aires, Argentina","Cuenta oficial de prensa y difusión de @alferdez. Contacto: prensa@alferdez.com.ar","https://t.co/gg4n55EouW",FALSE,342978,1,248,10080,1262,2016-06-30 01:58:21,TRUE,"https://t.co/gg4n55EouW","https://alferdez.com.ar/prensa/",,"https://pbs.twimg.com/profile_banners/748334828978839553/1591056647","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1267608979502481410/CKWNaG2x_normal.jpg"
"x748334828978839553","x1372711660524277763",2021-03-19 00:48:58,"alferdezprensa","<U+0001F399>“La pandemia fue mucho más larga de lo que todos esperábamos. El mundo va a tener que convivir con ella”. El presidente @alferdez en cadena nacional. https://t.co/NIvH4JTZTM","Twitter Media Studio",150,,,,FALSE,FALSE,1885,422,,,,,,,,"http://pbs.twimg.com/media/EwzZF41WYAUEpYF.jpg","https://t.co/NIvH4JTZTM","https://twitter.com/alferdezprensa/status/1372711660524277763/video/1","photo","http://pbs.twimg.com/media/EwzZF41WYAUEpYF.jpg","https://t.co/NIvH4JTZTM","https://twitter.com/alferdezprensa/status/1372711660524277763/video/1",,"x149991703","alferdez","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/alferdezprensa/status/1372711660524277763","Alberto Fernández Prensa","Ciudad Autónoma de Buenos Aires, Argentina","Cuenta oficial de prensa y difusión de @alferdez. Contacto: prensa@alferdez.com.ar","https://t.co/gg4n55EouW",FALSE,342978,1,248,10080,1262,2016-06-30 01:58:21,TRUE,"https://t.co/gg4n55EouW","https://alferdez.com.ar/prensa/",,"https://pbs.twimg.com/profile_banners/748334828978839553/1591056647","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1267608979502481410/CKWNaG2x_normal.jpg"
"x748334828978839553","x1375464144539942912",2021-03-26 15:06:21,"alferdezprensa","<U+0001F399>“Para mi es un honor ser parte del MERCOSUR y estar trabajando junto a ustedes, tengo la misma esperanza que tuvieron los fundadores del MERCOSUR en poder avanzar y trabajar conjuntamente”. El presidente @alferdez en la conmemoración por los 30 años del MERCOSUR. https://t.co/7E1jIWDCP9","Twitter Media Studio",264,,,,FALSE,FALSE,664,187,,,,,,,,"http://pbs.twimg.com/media/ExafiNZWYAoKrws.jpg","https://t.co/7E1jIWDCP9","https://twitter.com/alferdezprensa/status/1375464144539942912/video/1","photo","http://pbs.twimg.com/media/ExafiNZWYAoKrws.jpg","https://t.co/7E1jIWDCP9","https://twitter.com/alferdezprensa/status/1375464144539942912/video/1",,"x149991703","alferdez","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/alferdezprensa/status/1375464144539942912","Alberto Fernández Prensa","Ciudad Autónoma de Buenos Aires, Argentina","Cuenta oficial de prensa y difusión de @alferdez. Contacto: prensa@alferdez.com.ar","https://t.co/gg4n55EouW",FALSE,342978,1,248,10080,1262,2016-06-30 01:58:21,TRUE,"https://t.co/gg4n55EouW","https://alferdez.com.ar/prensa/",,"https://pbs.twimg.com/profile_banners/748334828978839553/1591056647","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1267608979502481410/CKWNaG2x_normal.jpg"
"x748334828978839553","x1372712580297408514",2021-03-19 00:52:37,"alferdezprensa","<U+0001F399>“Sólo 18 países recibieron el 88% de las vacunas que se distribuyeron hasta ahora. La gran mayoría de los países está en un gran desierto, con pocas vacunas o sin ningún acceso a ellas”. El presidente @alferdez en cadena nacional. https://t.co/LXf4ks5iJ9","Twitter Media Studio",231,,,,FALSE,FALSE,1347,419,,,,,,,,"http://pbs.twimg.com/media/EwzaIhJW8AAZRAH.jpg","https://t.co/LXf4ks5iJ9","https://twitter.com/alferdezprensa/status/1372712580297408514/video/1","photo","http://pbs.twimg.com/media/EwzaIhJW8AAZRAH.jpg","https://t.co/LXf4ks5iJ9","https://twitter.com/alferdezprensa/status/1372712580297408514/video/1",,"x149991703","alferdez","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/alferdezprensa/status/1372712580297408514","Alberto Fernández Prensa","Ciudad Autónoma de Buenos Aires, Argentina","Cuenta oficial de prensa y difusión de @alferdez. Contacto: prensa@alferdez.com.ar","https://t.co/gg4n55EouW",FALSE,342978,1,248,10080,1262,2016-06-30 01:58:21,TRUE,"https://t.co/gg4n55EouW","https://alferdez.com.ar/prensa/",,"https://pbs.twimg.com/profile_banners/748334828978839553/1591056647","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1267608979502481410/CKWNaG2x_normal.jpg"
"x748334828978839553","x1372952115811860483",2021-03-19 16:44:27,"alferdezprensa","<U+0001F399>“Cada vez que veo un argentino o argentina recibir su vacuna y veo como su cara se llena de risa y alegría, para mí también es un motivo de alegría como lo es para todos nosotros”. El presidente @alferdez en la cuarta reunión del Consejo Regional del Norte Grande. https://t.co/QJ59EhA3jg","Twitter Media Studio",265,,,,FALSE,FALSE,816,224,,,,,,,,"http://pbs.twimg.com/media/Ew2zpfTXAAcSYbs.jpg","https://t.co/QJ59EhA3jg","https://twitter.com/alferdezprensa/status/1372952115811860483/video/1","photo","http://pbs.twimg.com/media/Ew2zpfTXAAcSYbs.jpg","https://t.co/QJ59EhA3jg","https://twitter.com/alferdezprensa/status/1372952115811860483/video/1",,"x149991703","alferdez","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/alferdezprensa/status/1372952115811860483","Alberto Fernández Prensa","Ciudad Autónoma de Buenos Aires, Argentina","Cuenta oficial de prensa y difusión de @alferdez. Contacto: prensa@alferdez.com.ar","https://t.co/gg4n55EouW",FALSE,342978,1,248,10080,1262,2016-06-30 01:58:21,TRUE,"https://t.co/gg4n55EouW","https://alferdez.com.ar/prensa/",,"https://pbs.twimg.com/profile_banners/748334828978839553/1591056647","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1267608979502481410/CKWNaG2x_normal.jpg"
"x52439980","x1375491984287236102",2021-03-26 16:56:59,"luispetri","Extraña forma de conmemorar los aniversarios tiene @alferdez. En el aniversario del 24 de marzo abrazo la dictadura de Maduro retirando al país del Grupo de Lima y en el aniversario del Mercosur amenazó con romperlo invitando a nuestros socios a bajarse del barco. A los botes!","Twitter for iPhone",277,,,,FALSE,FALSE,1709,697,,,,,,,,,,,,,,,,"x149991703","alferdez","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/luispetri/status/1375491984287236102","Luis Petri","","Diputado Nacional UCR - Cambiemos, abogado, apasionado y voluntarioso, enamorado de mi provincia, Mendoza.","https://t.co/9lQlXbHslU",FALSE,47451,2921,187,12003,10290,2009-06-30 16:24:52,TRUE,"https://t.co/9lQlXbHslU","http://www.luispetri.com.ar",,"https://pbs.twimg.com/profile_banners/52439980/1607233753","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1293538534457061378/ZRQbRWB7_normal.jpg"
"x52439980","x1375423002079289345",2021-03-26 12:22:52,"luispetri","“No quiero que el poder esté en Uruguay y Juncal, y en la Casa de Gobierno haya un títere”. Buen día @alferdez su profecía acaba de cumplirse, bienvenido al mundo de las marionetas.","Twitter for iPhone",181,,,,FALSE,FALSE,2781,1013,,,,,,,,,,,,,,,,"x149991703","alferdez","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/luispetri/status/1375423002079289345","Luis Petri","","Diputado Nacional UCR - Cambiemos, abogado, apasionado y voluntarioso, enamorado de mi provincia, Mendoza.","https://t.co/9lQlXbHslU",FALSE,47451,2921,187,12003,10290,2009-06-30 16:24:52,TRUE,"https://t.co/9lQlXbHslU","http://www.luispetri.com.ar",,"https://pbs.twimg.com/profile_banners/52439980/1607233753","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1293538534457061378/ZRQbRWB7_normal.jpg"
"x170431111","x1375202458478202880",2021-03-25 21:46:30,"yamilsantoro","Presidente @alferdez: visto y considerando que le están armando un Golpe de Estado desde adentro le ofrezco la posibilidad de reevaluar su coalición de Gobierno dejando de lado a ladrones, golpistas y autoritarios. Si le interesa evaluar opciones nos llama y nos tomamos un café.","TweetDeck",279,,,,FALSE,FALSE,2982,603,,,,,,,,,,,,,,,,"x149991703","alferdez","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/yamilsantoro/status/1375202458478202880","Yamil","Capital Federal, Argentina","Denunciador Serial de Corruptos según @Kicillofok | Vicepresidente @rep_unidosar |:. Liberal | Abogado (UBA)  | Mg Politicas Públicas | Doctorando Adm Emp","https://t.co/ygGhtefrtp",FALSE,61614,669,194,76401,104021,2010-07-24 20:30:56,TRUE,"https://t.co/ygGhtefrtp","http://yamilsantoro.com",,"https://pbs.twimg.com/profile_banners/170431111/1614860258","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1326607222948978688/ZO6LHaIk_normal.jpg"
"x105180935","x1374783549203742723",2021-03-24 18:01:55,"herlombardi","Sin dudas, Venezuela está gobernada por una dictadura militar. El exilio de los venezolanos es una tragedia humanitaria sin precedentes en América Latina.
Hoy el gobierno de @alferdez le dio una nueva señal de apoyo a Maduro.Aíslan a Argentina del mundo y son cómplices de tiranos","Twitter for Android",280,,,,FALSE,FALSE,4230,1802,,,,,,,,,,,,,,,,"x149991703","alferdez","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/herlombardi/status/1374783549203742723","Hernán Lombardi","Buenos Aires","",,FALSE,261761,3295,1005,19335,2604,2010-01-15 16:07:26,TRUE,,,,"https://pbs.twimg.com/profile_banners/105180935/1589838169","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/887042609427996672/s11SmHYr_normal.jpg"
